DriverNumber,Driver,GridPosition,ClassifiedPosition,TyreStrategy,Status,GP,Year
11,PER,2.0,2,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Belgian Grand Prix,2022
55,SAI,1.0,3,"['SOFT', 'MEDIUM', 'HARD']",Finished,Belgian Grand Prix,2022
63,RUS,5.0,4,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Belgian Grand Prix,2022
14,ALO,3.0,5,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Belgian Grand Prix,2022
16,LEC,15.0,6,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2022
31,OCO,16.0,7,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Belgian Grand Prix,2022
5,VET,10.0,8,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Belgian Grand Prix,2022
10,GAS,0.0,9,"['MEDIUM', 'HARD', 'SOFT']",Finished,Belgian Grand Prix,2022
23,ALB,6.0,10,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Belgian Grand Prix,2022
18,STR,9.0,11,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Belgian Grand Prix,2022
4,NOR,17.0,12,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Belgian Grand Prix,2022
22,TSU,0.0,13,"['HARD', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2022
24,ZHO,18.0,14,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2022
3,RIC,7.0,15,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Belgian Grand Prix,2022
20,MAG,12.0,16,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Belgian Grand Prix,2022
47,MSC,19.0,17,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Belgian Grand Prix,2022
6,LAT,11.0,18,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",+1 Lap,Belgian Grand Prix,2022
77,BOT,13.0,R,['SOFT'],Accident,Belgian Grand Prix,2022
44,HAM,4.0,R,['MEDIUM'],Collision damage,Belgian Grand Prix,2022
1,VER,1.0,1,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
63,RUS,6.0,2,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",Finished,Dutch Grand Prix,2022
16,LEC,2.0,3,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
44,HAM,4.0,4,"['MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM']",Finished,Dutch Grand Prix,2022
11,PER,5.0,5,"['SOFT', 'MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM']",Finished,Dutch Grand Prix,2022
14,ALO,13.0,6,"['SOFT', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
4,NOR,7.0,7,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
55,SAI,3.0,8,"['SOFT', 'MEDIUM', 'HARD', 'SOFT']",Finished,Dutch Grand Prix,2022
31,OCO,12.0,9,"['SOFT', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
18,STR,10.0,10,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
10,GAS,11.0,11,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
23,ALB,15.0,12,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
47,MSC,8.0,13,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
5,VET,19.0,14,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
20,MAG,18.0,15,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
24,ZHO,14.0,16,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
3,RIC,17.0,17,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT', 'SOFT']",Finished,Dutch Grand Prix,2022
6,LAT,20.0,18,"['SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",+1 Lap,Dutch Grand Prix,2022
77,BOT,16.0,R,"['SOFT', 'SOFT', 'MEDIUM']",Engine,Dutch Grand Prix,2022
22,TSU,9.0,R,"['SOFT', 'MEDIUM', 'HARD']",Differential,Dutch Grand Prix,2022
1,VER,7.0,1,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Italian Grand Prix,2022
16,LEC,1.0,2,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Italian Grand Prix,2022
63,RUS,2.0,3,"['SOFT', 'HARD', 'SOFT']",Finished,Italian Grand Prix,2022
55,SAI,18.0,4,"['MEDIUM', 'SOFT', 'SOFT']",Finished,Italian Grand Prix,2022
44,HAM,19.0,5,"['MEDIUM', 'SOFT']",Finished,Italian Grand Prix,2022
11,PER,13.0,6,"['MEDIUM', 'HARD', 'SOFT']",Finished,Italian Grand Prix,2022
4,NOR,3.0,7,"['MEDIUM', 'SOFT', 'SOFT']",Finished,Italian Grand Prix,2022
10,GAS,5.0,8,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2022
45,DEV,8.0,9,"['SOFT', 'MEDIUM']",Finished,Italian Grand Prix,2022
24,ZHO,9.0,10,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2022
31,OCO,14.0,11,"['SOFT', 'HARD']",Finished,Italian Grand Prix,2022
47,MSC,17.0,12,"['MEDIUM', 'SOFT']",Finished,Italian Grand Prix,2022
77,BOT,15.0,13,"['MEDIUM', 'SOFT']",+1 Lap,Italian Grand Prix,2022
22,TSU,20.0,14,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Italian Grand Prix,2022
6,LAT,10.0,15,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Italian Grand Prix,2022
20,MAG,16.0,16,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Italian Grand Prix,2022
3,RIC,4.0,R,"['MEDIUM', 'HARD']",Oil leak,Italian Grand Prix,2022
18,STR,12.0,R,"['MEDIUM', 'HARD']",Engine,Italian Grand Prix,2022
14,ALO,6.0,R,['MEDIUM'],Water pressure,Italian Grand Prix,2022
5,VET,11.0,R,['MEDIUM'],Engine,Italian Grand Prix,2022
11,PER,2.0,1,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
16,LEC,1.0,2,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
55,SAI,4.0,3,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
4,NOR,6.0,4,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
3,RIC,16.0,5,"['INTERMEDIATE', 'SOFT']",Finished,Singapore Grand Prix,2022
18,STR,11.0,6,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
1,VER,8.0,7,"['INTERMEDIATE', 'MEDIUM', 'SOFT']",Finished,Singapore Grand Prix,2022
5,VET,13.0,8,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
44,HAM,3.0,9,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
10,GAS,7.0,10,"['INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
77,BOT,15.0,11,"['INTERMEDIATE', 'SOFT']",Finished,Singapore Grand Prix,2022
20,MAG,9.0,12,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM']",Finished,Singapore Grand Prix,2022
47,MSC,12.0,13,"['INTERMEDIATE', 'MEDIUM', 'SOFT']",+1 Lap,Singapore Grand Prix,2022
63,RUS,0.0,14,"['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'SOFT', 'SOFT']",+2 Laps,Singapore Grand Prix,2022
22,TSU,10.0,R,"['INTERMEDIATE', 'MEDIUM']",Accident,Singapore Grand Prix,2022
31,OCO,17.0,R,['INTERMEDIATE'],Engine,Singapore Grand Prix,2022
23,ALB,18.0,R,['INTERMEDIATE'],Collision damage,Singapore Grand Prix,2022
14,ALO,5.0,R,['INTERMEDIATE'],Engine,Singapore Grand Prix,2022
6,LAT,19.0,R,['INTERMEDIATE'],Collision damage,Singapore Grand Prix,2022
24,ZHO,14.0,R,['INTERMEDIATE'],Collision,Singapore Grand Prix,2022
1,VER,1.0,1,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
11,PER,4.0,2,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
16,LEC,2.0,3,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
31,OCO,5.0,4,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
44,HAM,6.0,5,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
5,VET,9.0,6,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
14,ALO,7.0,7,"['INTERMEDIATE', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
63,RUS,8.0,8,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
6,LAT,20.0,9,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
4,NOR,10.0,10,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
3,RIC,11.0,11,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
18,STR,19.0,12,"['INTERMEDIATE', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
22,TSU,13.0,13,"['INTERMEDIATE', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
20,MAG,18.0,14,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
77,BOT,12.0,15,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
24,ZHO,14.0,16,"['INTERMEDIATE', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
47,MSC,15.0,17,"['INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
10,GAS,17.0,18,"['INTERMEDIATE', 'WET', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Japanese Grand Prix,2022
55,SAI,3.0,R,['INTERMEDIATE'],Accident,Japanese Grand Prix,2022
23,ALB,16.0,R,['INTERMEDIATE'],Hydraulics,Japanese Grand Prix,2022
1,VER,2.0,1,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2022
44,HAM,3.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2022
16,LEC,12.0,3,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2022
11,PER,9.0,4,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2022
63,RUS,4.0,5,"['MEDIUM', 'HARD', 'HARD', 'SOFT']",Finished,United States Grand Prix,2022
4,NOR,6.0,6,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2022
14,ALO,14.0,7,"['HARD', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
5,VET,10.0,8,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
20,MAG,13.0,9,"['HARD', 'MEDIUM']",Finished,United States Grand Prix,2022
22,TSU,19.0,10,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
31,OCO,0.0,11,"['HARD', 'HARD', 'MEDIUM']",Finished,United States Grand Prix,2022
24,ZHO,18.0,12,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2022
23,ALB,8.0,13,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
10,GAS,11.0,14,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2022
47,MSC,16.0,15,"['HARD', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
3,RIC,15.0,16,"['MEDIUM', 'HARD', 'HARD']",Finished,United States Grand Prix,2022
6,LAT,17.0,17,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,United States Grand Prix,2022
18,STR,5.0,R,"['MEDIUM', 'MEDIUM']",Collision,United States Grand Prix,2022
77,BOT,7.0,R,"['MEDIUM', 'HARD']",Spun off,United States Grand Prix,2022
55,SAI,1.0,R,['MEDIUM'],Collision damage,United States Grand Prix,2022
1,VER,1.0,1,"['SOFT', 'MEDIUM']",Finished,Mexico City Grand Prix,2022
44,HAM,3.0,2,"['MEDIUM', 'HARD']",Finished,Mexico City Grand Prix,2022
11,PER,4.0,3,"['SOFT', 'MEDIUM']",Finished,Mexico City Grand Prix,2022
63,RUS,2.0,4,"['MEDIUM', 'HARD', 'SOFT']",Finished,Mexico City Grand Prix,2022
55,SAI,5.0,5,"['SOFT', 'MEDIUM']",Finished,Mexico City Grand Prix,2022
16,LEC,7.0,6,"['SOFT', 'MEDIUM']",Finished,Mexico City Grand Prix,2022
3,RIC,11.0,7,"['MEDIUM', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
31,OCO,10.0,8,"['MEDIUM', 'HARD']",+1 Lap,Mexico City Grand Prix,2022
4,NOR,8.0,9,"['MEDIUM', 'HARD']",+1 Lap,Mexico City Grand Prix,2022
77,BOT,6.0,10,"['MEDIUM', 'HARD']",+1 Lap,Mexico City Grand Prix,2022
10,GAS,14.0,11,"['MEDIUM', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
23,ALB,17.0,12,"['MEDIUM', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
24,ZHO,12.0,13,"['MEDIUM', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
5,VET,16.0,14,"['SOFT', 'MEDIUM']",+1 Lap,Mexico City Grand Prix,2022
18,STR,20.0,15,"['MEDIUM', 'SOFT', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
47,MSC,15.0,16,"['SOFT', 'MEDIUM']",+1 Lap,Mexico City Grand Prix,2022
20,MAG,19.0,17,"['MEDIUM', 'SOFT']",+1 Lap,Mexico City Grand Prix,2022
6,LAT,18.0,18,"['SOFT', 'HARD', 'SOFT']",+2 Laps,Mexico City Grand Prix,2022
14,ALO,9.0,19,"['MEDIUM', 'HARD']",Engine,Mexico City Grand Prix,2022
22,TSU,13.0,R,"['SOFT', 'MEDIUM']",Collision damage,Mexico City Grand Prix,2022
63,RUS,1.0,1,"['SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
44,HAM,2.0,2,"['SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
55,SAI,7.0,3,"['MEDIUM', 'SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
16,LEC,5.0,4,"['MEDIUM', 'MEDIUM', 'SOFT', 'SOFT']",Finished,São Paulo Grand Prix,2022
14,ALO,17.0,5,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
1,VER,3.0,6,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,São Paulo Grand Prix,2022
11,PER,4.0,7,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,São Paulo Grand Prix,2022
31,OCO,16.0,8,"['SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
77,BOT,14.0,9,"['SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
18,STR,15.0,10,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
5,VET,9.0,11,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,São Paulo Grand Prix,2022
24,ZHO,13.0,12,"['SOFT', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
47,MSC,12.0,13,"['MEDIUM', 'SOFT', 'SOFT']",Finished,São Paulo Grand Prix,2022
10,GAS,10.0,14,"['SOFT', 'MEDIUM', 'SOFT', 'MEDIUM']",Finished,São Paulo Grand Prix,2022
23,ALB,19.0,15,"['HARD', 'MEDIUM', 'MEDIUM', 'MEDIUM']",Finished,São Paulo Grand Prix,2022
6,LAT,18.0,16,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",Finished,São Paulo Grand Prix,2022
22,TSU,0.0,17,"['MEDIUM', 'SOFT', 'SOFT', 'MEDIUM']",+1 Lap,São Paulo Grand Prix,2022
4,NOR,6.0,R,"['SOFT', 'MEDIUM', 'SOFT']",Gearbox,São Paulo Grand Prix,2022
20,MAG,8.0,R,['MEDIUM'],Collision,São Paulo Grand Prix,2022
3,RIC,11.0,R,['SOFT'],Collision,São Paulo Grand Prix,2022
1,VER,1.0,1,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
16,LEC,3.0,2,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
11,PER,2.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
55,SAI,4.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
63,RUS,6.0,5,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Abu Dhabi Grand Prix,2022
4,NOR,7.0,6,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Abu Dhabi Grand Prix,2022
31,OCO,8.0,7,"['MEDIUM', 'HARD', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
18,STR,14.0,8,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Abu Dhabi Grand Prix,2022
3,RIC,13.0,9,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
5,VET,9.0,10,"['MEDIUM', 'HARD']",Finished,Abu Dhabi Grand Prix,2022
22,TSU,11.0,11,"['MEDIUM', 'HARD', 'SOFT']",Finished,Abu Dhabi Grand Prix,2022
24,ZHO,15.0,12,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Abu Dhabi Grand Prix,2022
23,ALB,19.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Abu Dhabi Grand Prix,2022
10,GAS,17.0,14,"['SOFT', 'HARD']",+1 Lap,Abu Dhabi Grand Prix,2022
77,BOT,18.0,15,"['HARD', 'MEDIUM']",+1 Lap,Abu Dhabi Grand Prix,2022
47,MSC,12.0,16,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Abu Dhabi Grand Prix,2022
20,MAG,16.0,17,"['HARD', 'MEDIUM']",+1 Lap,Abu Dhabi Grand Prix,2022
44,HAM,5.0,18,"['MEDIUM', 'HARD']",Hydraulics,Abu Dhabi Grand Prix,2022
6,LAT,20.0,19,"['MEDIUM', 'HARD', 'MEDIUM']",Collision damage,Abu Dhabi Grand Prix,2022
14,ALO,10.0,R,"['MEDIUM', 'HARD']",Water leak,Abu Dhabi Grand Prix,2022
1,VER,1.0,1,"['SOFT', 'SOFT', 'HARD']",Finished,Bahrain Grand Prix,2023
11,PER,2.0,2,"['SOFT', 'SOFT', 'HARD']",Finished,Bahrain Grand Prix,2023
14,ALO,5.0,3,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
55,SAI,4.0,4,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
44,HAM,7.0,5,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
18,STR,8.0,6,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
63,RUS,6.0,7,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
77,BOT,12.0,8,"['SOFT', 'HARD', 'HARD']",Finished,Bahrain Grand Prix,2023
10,GAS,20.0,9,"['SOFT', 'HARD', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2023
23,ALB,15.0,10,"['SOFT', 'SOFT', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2023
22,TSU,14.0,11,"['SOFT', 'HARD', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2023
2,SAR,16.0,12,"['SOFT', 'SOFT', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2023
20,MAG,17.0,13,"['HARD', 'HARD', 'SOFT', 'SOFT']",Lapped,Bahrain Grand Prix,2023
21,DEV,19.0,14,"['SOFT', 'HARD', 'HARD']",Lapped,Bahrain Grand Prix,2023
27,HUL,10.0,15,"['SOFT', 'HARD', 'HARD', 'SOFT']",Lapped,Bahrain Grand Prix,2023
24,ZHO,13.0,16,"['SOFT', 'HARD', 'SOFT', 'SOFT']",Lapped,Bahrain Grand Prix,2023
4,NOR,11.0,17,"['SOFT', 'HARD', 'SOFT', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Lapped,Bahrain Grand Prix,2023
31,OCO,9.0,R,"['SOFT', 'HARD', 'HARD', 'HARD']",Retired,Bahrain Grand Prix,2023
16,LEC,3.0,R,"['SOFT', 'HARD', 'HARD']",Retired,Bahrain Grand Prix,2023
81,PIA,18.0,R,['SOFT'],Retired,Bahrain Grand Prix,2023
11,PER,1.0,1,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
1,VER,15.0,2,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
14,ALO,2.0,3,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
63,RUS,3.0,4,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
44,HAM,7.0,5,"['HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2023
55,SAI,4.0,6,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
16,LEC,12.0,7,"['SOFT', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
31,OCO,6.0,8,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
10,GAS,9.0,9,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
20,MAG,13.0,10,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
22,TSU,16.0,11,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
27,HUL,10.0,12,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
24,ZHO,11.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2023
21,DEV,18.0,14,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
81,PIA,8.0,15,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2023
2,SAR,20.0,16,"['HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2023
4,NOR,19.0,17,"['SOFT', 'HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2023
77,BOT,14.0,18,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",Lapped,Saudi Arabian Grand Prix,2023
23,ALB,17.0,R,"['MEDIUM', 'HARD']",Retired,Saudi Arabian Grand Prix,2023
18,STR,5.0,R,"['MEDIUM', 'HARD']",Retired,Saudi Arabian Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
44,HAM,3.0,2,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
14,ALO,4.0,3,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
18,STR,6.0,4,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
11,PER,20.0,5,"['HARD', 'MEDIUM', 'HARD', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
4,NOR,13.0,6,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
27,HUL,10.0,7,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
81,PIA,16.0,8,"['MEDIUM', 'HARD', 'SOFT', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
24,ZHO,17.0,9,"['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
22,TSU,12.0,10,"['MEDIUM', 'HARD', 'SOFT', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
77,BOT,19.0,11,"['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
55,SAI,5.0,12,"['MEDIUM', 'HARD', 'HARD', 'SOFT', 'SOFT']",Finished,Australian Grand Prix,2023
10,GAS,9.0,13,"['SOFT', 'HARD', 'SOFT']",Retired,Australian Grand Prix,2023
31,OCO,11.0,14,"['SOFT', 'HARD', 'HARD', 'SOFT']",Retired,Australian Grand Prix,2023
21,DEV,15.0,15,"['HARD', 'MEDIUM', 'SOFT', 'SOFT', 'SOFT']",Retired,Australian Grand Prix,2023
2,SAR,18.0,16,"['HARD', 'MEDIUM', 'HARD', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Retired,Australian Grand Prix,2023
20,MAG,14.0,17,"['MEDIUM', 'HARD', 'HARD']",Retired,Australian Grand Prix,2023
63,RUS,2.0,R,"['MEDIUM', 'HARD', 'HARD']",Retired,Australian Grand Prix,2023
23,ALB,8.0,R,['MEDIUM'],Retired,Australian Grand Prix,2023
16,LEC,7.0,R,['MEDIUM'],Retired,Australian Grand Prix,2023
11,PER,3.0,1,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
1,VER,2.0,2,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
16,LEC,1.0,3,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
14,ALO,6.0,4,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
55,SAI,4.0,5,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
44,HAM,5.0,6,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
18,STR,9.0,7,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
63,RUS,11.0,8,"['MEDIUM', 'HARD', 'SOFT']",Finished,Azerbaijan Grand Prix,2023
4,NOR,7.0,9,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
22,TSU,8.0,10,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
81,PIA,10.0,11,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
23,ALB,12.0,12,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
20,MAG,16.0,13,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
10,GAS,17.0,14,"['MEDIUM', 'HARD', 'HARD']",Finished,Azerbaijan Grand Prix,2023
31,OCO,19.0,15,"['HARD', 'SOFT']",Finished,Azerbaijan Grand Prix,2023
2,SAR,14.0,16,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2023
